movie_id,title,description,genre,review,actors,directors,release_date,original_language,vote_average,vote_count,source_dataset
927,Gremlins,"When Billy Peltzer is given a strange but adorable pet named Gizmo for Christmas, he inadvertently breaks the three important rules of caring for a Mogwai, and unleashes a horde of mischievous gremlins on a small town.","Fantasy, Horror, Comedy","review: okay/good film, some issues; rating=6.9","Zach Galligan, Phoebe Cates, Hoyt Axton, Polly Holliday, Dick Miller",Joe Dante,07-06-1984,en,6.9,1596,TMDB 5000 Movie Dataset
24,Kill Bill: Vol. 1,"An assassin is shot at the altar by her ruthless employer, Bill and other members of their assassination circle – but 'The Bride' lives to plot her vengeance. Setting out for some payback, she makes a death list and hunts down those who wronged her, saving Bill for last.","Action, Crime","Generally loved by viewers -- memorable, engaging, and highly rated: 7.7/10.","Uma Thurman, Lucy Liu, Vivica A. Fox, Daryl Hannah, David Carradine",Quentin Tarantino,10-10-2003,en,7.7,4949,TMDB 5000 Movie Dataset
9023,Spirit: Stallion of the Cimarron,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.","Western, Animation, Adventure, Comedy, Family","review: okay/good film, some issues; rating=7.4","Matt Damon, James Cromwell, Daniel Studi, Chopper Bernet, Jeff LeBeau","Kelly Asbury, Lorna Cook",24-05-2002,en,7.4,831,TMDB 5000 Movie Dataset
2898,As Good as It Gets,"New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",comedy | romance,"review: okay/good film, some issues; rating=7.2","Jack Nicholson,  Helen Hunt,  Greg Kinnear,  Cuba Gooding Jr.,  Skeet Ulrich",James L. Brooks,19-12-1997,en,7.2,915,TMDB 5000 Movie Dataset
762,Monty Python and the Holy Grail,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".","Adventure, Comedy, Fantasy","*** Generally loved by viewers -- memorable, engaging, and highly rated: 7.8/10. #movie","Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones","Terry Gilliam, Terry Jones",13-03-1975,en,7.8,1708,TMDB 5000 Movie Dataset
68718,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",Drama; Western,"positive review: impressive movie, worth watching; vote_avg=7.8; votes=10099","Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson",Quentin Tarantino,25-12-2012,en,7.8,10099,TMDB 5000 Movie Dataset
1900,Traffic,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.","Thriller, Drama, Crime","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.9/10.","Michael Douglas, Benicio del Toro, Jacob Vargas, Tomás Milián, Russell G. Jones",Steven Soderbergh,27-12-2000,en,6.9,562,TMDB 5000 Movie Dataset
11635, OLD SCHOOL ,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,comedy,"review: okay/good film, some issues; rating=6.6 duplicated?","Luke Wilson, Will Ferrell, Vince Vaughn, Ellen Pompeo, Leah Remini",Todd Phillips,21-02-2003,en,6.6,541,TMDB 5000 Movie Dataset
1581,The Holiday,"Two women, one (Cameron Diaz) from America and one (Kate Winslet) from Britain, swap homes at Christmastime after bad breakups with their boyfriends. Each woman finds romance with a local man (Jude Law, Jack Black) but realizes that the imminent return home may end the relationship.","Comedy, Romance","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.7/10.","Cameron Diaz, Kate Winslet, Jude Law, Jack Black, Eli Wallach",Nancy Meyers,08-12-2006,en,6.7,1225,TMDB 5000 Movie Dataset
1677,  Ray  ,"Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered couping gospel and country together.","Drama, Music","review: okay/good film, some issues; rating=7.2","Jamie Foxx, Kerry Washington, Regina King, Harry Lennix, Clifton Powell",Taylor Hackford,29-10-2004,en,7.2,467,TMDB 5000 Movie Dataset
9600,Big Momma's House,"When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito.","Crime, Comedy","Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 5.6/10.","Martin Lawrence, Nia Long, Paul Giamatti, Jascha Washington, Terrence Howard",Raja Gosnell,31-05-2000,en,5.6,506,TMDB 5000 Movie Dataset
64682,The Great Gatsby,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.","Drama, Romance","review: okay/good film, some issues; rating=7.3","Leonardo DiCaprio, Tobey Maguire, Carey Mulligan, Joel Edgerton, Elizabeth Debicki",Baz Luhrmann,10-05-2013,en,7.3,3769,TMDB 5000 Movie Dataset
228967,The Interview,"Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",Action; Comedy,"Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 6.1/10.","James Franco, Seth Rogen, Lizzy Caplan, Randall Park, Diana Bang","Seth Rogen, Evan Goldberg",25-12-2014,en,6.1,2304,TMDB 5000 Movie Dataset
766,Army of Darkness,"A man is accidentally transported to 1300 A.D., where he must battle an army of the dead and retrieve the Necronomicon so he can return home.",FANTASY + horror + COMEDY,"Decent watch; not perfect, but audience rating is around 7.3/10 from 838 votes.","Bruce Campbell, Embeth Davidtz, Marcus Gilbert, Ian Abercrombie, Richard Grove",Sam Raimi,09-10-1992,en,7.3,838,TMDB 5000 Movie Dataset
138103,The Expendables 3,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.",action + ADVENTURE + THRILLER,not bad not great; audience_score:6.1; votes:1795,Sylvester Stallone/Jason Statham/Harrison Ford/Arnold Schwarzenegger/Mel Gibson,Patrick Hughes,04-08-2014,en,6.1,1795,TMDB 5000 Movie Dataset
11901,High Plains Drifter,"A gunfighting stranger comes to the small settlement of Lago. After gunning down three gunmen who tried to kill him, the townsfolk decide to hire the Stranger to hold off three outlaws who are on their way.",Western,"review: okay/good film, some issues; rating=7.4",Clint Eastwood | Verna Bloom | Marianna Hill | Mitchell Ryan | Jack Ging,Clint Eastwood,19-04-1973,en,7.4,278,TMDB 5000 Movie Dataset
102651,Maleficent,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.",Fantasy / Adventure / Action / Family / Romance,"Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 7.0/10.","Angelina Jolie, Elle Fanning, Sharlto Copley, Sam Riley, Juno Temple",Robert Stromberg,28-05-2014,en,7,4496,TMDB 5000 Movie Dataset
9576,tootsie,"Michael Dorsey is an unemployed actor with an impossible reputation. In order to find work and fund his friend's play he dresses as a woman, Dorothy Michaels, and lands the part in a daytime drama. Dorsey loses himself in this woman role and essentially becomes Dorothy Michaels, captivating women all around the city and inspiring them to break free from the control of men and become more like Dorsey's initial identity. This newfound role, however, lands Dorsey in a hot spot between a female friend/'lover,' a female co-star he falls in love with, that co-star's father who falls in love with him, and a male co-star who yearns for his affection.","Comedy, Romance","Decent watch; not perfect, but audience rating is around 6.9/10 from 421 votes.","Dustin Hoffman, Jessica Lange, Teri Garr, Dabney Coleman, Charles Durning",Sydney Pollack,16-12-1982,en,6.9,421,TMDB 5000 Movie Dataset
10782,Basic,A DEA agent investigates the disappearance of a legendary Army ranger drill sergeant and several of his cadets during a training exercise gone severely awry.,"Action, Drama, Mystery, Thriller, Crime","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.2/10.","John Travolta, Connie Nielsen, Samuel L. Jackson, Giovanni Ribisi, Tim Daly",John McTiernan,"April 18, 2003",en,6.2,286,TMDB 5000 Movie Dataset
188166,  Blue Ruin  ,The quiet life of a beach bum is upended by dreadful news. He sets off for his childhood home to carry out an act of vengeance but proves an inept assassin and finds himself in a brutal fight to protect his estranged family.,"Crime, Thriller","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.9/10.","Macon Blair, Devin Ratray, Amy Hargreaves, Kevin Kolack, Eve Plumb",Jeremy Saulnier,25-04-2014,en,6.9,462,TMDB 5000 Movie Dataset
38757,Tangled,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.","Animation, Family","Decent watch; not perfect, but audience rating is around 7.4/10 from 3330 votes.","Zachary Levi, Mandy Moore, Donna Murphy, Ron Perlman, M.C. Gainey","Byron Howard, Nathan Greno",24-11-2010,en,7.4,3330,TMDB 5000 Movie Dataset
23629,Sucker Punch,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.","Action, Fantasy, Thriller",Average audience response; divisive movie with rating 5.9/10.,"Emily Browning, Abbie Cornish, Jena Malone, Vanessa Hudgens, Jamie Chung",Zack Snyder,24-03-2011,en,5.9,1623,TMDB 5000 Movie Dataset
664,Twister,"TV weatherman Bill Harding is trying to get his tornado-hunter wife, Jo, to sign divorce papers so he can marry his girlfriend Melissa. But Mother Nature, in the form of a series of intense storms sweeping across Oklahoma, has other plans. Soon the three have joined the team of stormchasers as they attempt to insert a revolutionary measuring device into the very heart of several extremely violent tornados.","Action, Adventure, Drama","Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 6.1/10.","Helen Hunt, Bill Paxton, Cary Elwes, Jami Gertz, Philip Seymour Hoffman",Jan de Bont,10-05-1996,en,6.1,950,TMDB 5000 Movie Dataset
9837,The Prince of Egypt,"This is the extraordinary tale of two brothers named Moses and Ramses, one born of royal blood, and one an orphan with a secret past. Growing up the best of friends, they share a strong bond of free-spirited youth and good-natured rivalry. But the truth will ultimately set them at odds, as one becomes the ruler of the most powerful empire on earth, and the other the chosen leader of his people! Their final confrontation will forever change their lives and the world.","Adventure, Animation, Drama, Family, Music","<br> Decent watch; not perfect, but audience rating is around 6.8/10 from 817 votes....","Val Kilmer, Ralph Fiennes, Patrick Stewart, Michelle Pfeiffer, Sandra Bullock","Simon Wells, Steve Hickner, Brenda Chapman",15-12-1998,en,6.8,817,TMDB 5000 Movie Dataset
2133,The Perfect Storm,"In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail. Magnificent foreshadowing and anticipation fill this true-life drama while minute details of the fishing boats, their gear and the weather are juxtaposed with the sea adventure.",Drama,"Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.2/10.","George Clooney, Mark Wahlberg, Diane Lane, John C. Reilly, William Fichtner",Wolfgang Petersen,15-03-2000,en,6.2,597,TMDB 5000 Movie Dataset
9486,Johnny English,Rowan plays the eponymous lead character in a spoof spy thriller. During the course of the story we follow our hero as he attempts to single-handedly save the country from falling into the hands of a despot.,"Adventure, Action, Comedy",not bad not great; audience_score:6.0; votes:852,"Rowan Atkinson, John Malkovich, Natalie Imbruglia, Tasha de Vasconcelos, Ben Miller",Peter Howitt,06-04-2003,en,6,852,TMDB 5000 Movie Dataset
38745,Gulliver's Travels,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",Comedy,Mostly negative audience response; low average rating 4.9/10.,"Jack Black, Amanda Peet, Emily Blunt, Jason Segel, Chris O'Dowd",Rob Letterman,25-12-2010,en,4.9,621,TMDB 5000 Movie Dataset
9571,Dazed and Confused,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.","Comedy, Drama","review: okay/good film, some issues; rating=7.4","Jason London, Rory Cochrane, Wiley Wiggins, Sasha Jenson, Michelle Burke",Richard Linklater,24-09-1993,en,7.4,583,TMDB 5000 Movie Dataset
100241,"I, Frankenstein","200 years after his shocking creation, Dr. Frankenstein's creature, Adam, still walks the earth. But when he finds himself in the middle of a war over the fate of humanity, Adam discovers he holds the key that could destroy humankind.","Horror, Thriller","Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 5.0/10.","Aaron Eckhart, Yvonne Strahovski, Bill Nighy, Jai Courtney, Miranda Otto",Stuart Beattie,22-01-2014,en,5,687,TMDB 5000 Movie Dataset
14164,Dragonball Evolution,"The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.","Action, Adventure, Fantasy, Science Fiction, Thriller",N/A,"Chow Yun-fat, Justin Chatwin, Joon Park, Jamie Chung, Emmy Rossum",James Wong,01-04-2009,en,2.9,462,TMDB 5000 Movie Dataset
241239,A Most Violent Year,"A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on a the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.","Crime, Drama, Thriller","*** review: okay/good film, some issues; rating=6.5...","Oscar Isaac, Jessica Chastain, Albert Brooks, Elyes Gabel, David Oyelowo",J.C. Chandor,30-12-2014,en,6.5,546,TMDB 5000 Movie Dataset
70,Million Dollar Baby,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",Drama,"REVIEW: GENERALLY LOVED BY VIEWERS -- MEMORABLE, ENGAGING, AND HIGHLY RATED: 7.7/10. <end>","Clint Eastwood, Hilary Swank, Morgan Freeman, Jay Baruchel, Mike Colter",Clint Eastwood,15-12-2004,en,7.7,2439,TMDB 5000 Movie Dataset
2280,Big,"A young boy, Josh Baskin makes a wish at a carnival machine to be big. He wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman. What will he find out about this strange world?","Fantasy, Drama, Comedy, Romance, Family",N/A,"Tom Hanks, Elizabeth Perkins, Robert Loggia, John Heard, Jared Rushton",Penny Marshall,03-06-1988,en,6.9,993,TMDB 5000 Movie Dataset
328387,Nerve,"Industrious high school senior, Vee Delmonico, has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve, Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger, the game begins to take a sinister turn with increasingly dangerous acts, leading her into a high stakes finale that will determine her entire future.",Mystery + Adventure + Crime,not available,"Emma Roberts, Dave Franco, Emily Meade, Miles Heizer, Juliette Lewis","Henry Joost, Ariel Schulman",27-07-2016,en,7.1,2181,TMDB 5000 Movie Dataset
55420,  Another Earth  ,"On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident.","Drama, Science Fiction","user says: mixed-to-positive audience reaction. some viewers liked the pacing, others found parts uneven. score 6.8/10. <end>","William Mapother, Brit Marling, Matthew-Lee Erlbach, DJ Flava, Meggan Lennon",Mike Cahill,22-07-2011,en,6.8,527,TMDB 5000 Movie Dataset
3683,Flags of Our Fathers,"There were five Marines and one Navy Corpsman photographed raising the U.S. flag on Mt. Suribachi by Joe Rosenthal on February 23, 1945. This is the story of three of the six surviving servicemen – John 'Doc' Bradley, Pvt. Rene Gagnon and Pvt. Ira Hayes, who fought in the battle to take Iwo Jima from the Japanese.","War, Drama, History","<br> mixed-to-positive audience reaction. some viewers liked the pacing, others found parts uneven. score 6.7/10. #movie",Ryan Phillippe | Adam Beach | Jesse Bradford | John Benjamin Hickey | John Slattery,Clint Eastwood,18-10-2006,en,6.7,526,TMDB 5000 Movie Dataset
619,The Bodyguard,"A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance.","Thriller, Action, Drama, Music, Romance","Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 6.1/10.","Whitney Houston, Kevin Costner, Michele Lamar Richards, Ralph Waite, Gary Kemp",Mick Jackson,25-11-1992,en,6.1,661,TMDB 5000 Movie Dataset
5174,Rush Hour 3,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.","Action, Comedy, Crime, Thriller","REVIEW: Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 6.1/10.!!!","Chris Tucker, Jackie Chan, Hiroyuki Sanada, Max von Sydow, Yvan Attal",Brett Ratner,08-08-2007,en,6.1,783,TMDB 5000 Movie Dataset
544,There's Something About Mary,"Having never fully recovered from a prom date that became a total disaster, a man finally gets a chance to reunite with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.",Romance + Comedy,"Decent watch; not perfect, but audience rating is around 6.5/10 from 1590 votes.",Cameron Diaz ; Ben Stiller ; Matt Dillon ; Lee Evans ; Chris Elliott,"Bobby Farrelly, Peter Farrelly",15-07-1998,en,6.5,1590,TMDB 5000 Movie Dataset
1844,Entrapment,"Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love.",ROMANCE + DRAMA + MYSTERY,"Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 6.0/10.","Sean Connery, Catherine Zeta-Jones, Will Patton, Maury Chaykin, Ving Rhames",Jon Amiel,29-04-1999,en,6,602,TMDB 5000 Movie Dataset
1359,American Psycho,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.","Thriller, Drama, Crime","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 7.3/10.","Christian Bale, Willem Dafoe, Jared Leto, Josh Lucas, Samantha Mathis",Mary Harron,13-04-2000,en,7.3,2066,TMDB 5000 Movie Dataset
805,Rosemary's Baby,A young couple moves into an infamous New York apartment building to start a family. Things become frightening as Rosemary begins to suspect her unborn baby isn't safe around their strange neighbors.,"Horror, Drama, Mystery","positive review: impressive movie, worth watching; vote_avg=7.5; votes=863","Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer, Maurice Evans",Roman Polanski,12-06-1968,en,7.5,863,TMDB 5000 Movie Dataset
12144,The Land Before Time,"An orphaned brontosaurus named Littlefoot sets off in search of the legendary Great Valley. A land of lush vegetation where the dinosaurs can thrive and live in peace. Along the way he meets four other young dinosaurs, each one a different species, and they encounter several obstacles as they learn to work together in order to survive.",Animation + Adventure + Family,"REVIEW: Decent watch; not perfect, but audience rating is around 7.0/10 from 640 votes. #movie","Gabriel Damon, Candace Hutson, Judith Barsi, Will Ryan, Pat Hingle",not available,18-11-1988,en,7,640,TMDB 5000 Movie Dataset
203801,The Man from U.N.C.L.E.,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.","Comedy, Action, Adventure","Decent watch; not perfect, but audience rating is around 7.1/10 from 2265 votes.",Henry Cavill/Armie Hammer/Alicia Vikander/Elizabeth Debicki/Luca Calvani,Guy Ritchie,13-08-2015,en,7.1,2265,TMDB 5000 Movie Dataset
84329,Robot & Frank,"A delightful dramatic comedy, a buddy picture, and, for good measure, a heist film. Curmudgeonly old Frank lives by himself. His routine involves daily visits to his local library, where he has a twinkle in his eye for the librarian. His grown children are concerned about their father’s well-being and buy him a caretaker robot. Initially resistant to the idea, Frank soon appreciates the benefits of robotic support – like nutritious meals and a clean house – and eventually begins to treat his robot like a true companion. With his robot’s assistance, Frank’s passion for his old, unlawful profession is reignited, for better or worse.",Science Fiction + Comedy + Drama + Crime,"review: okay/good film, some issues; rating=6.8","Frank Langella, Liv Tyler, James Marsden, Susan Sarandon, Peter Sarsgaard",Jake Schreier,16-08-2012,en,6.8,450,TMDB 5000 Movie Dataset
2832,Identity,"Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As their numbers thin out, the travelers begin to turn on each other, as each tries to figure out who the killer is.","Mystery, Thriller","review: okay/good film, some issues; rating=7.1","John Cusack, Ray Liotta, Amanda Peet, John Hawkes, Alfred Molina",James Mangold,25-04-2003,en,7.1,1061,TMDB 5000 Movie Dataset
593,Solaris,"Ground control has been receiving strange transmissions from the three remaining residents of the Solaris space station. When cosmonaut and psychologist Kris Kelvin is sent to investigate, he experiences the strange phenomena that afflict the Solaris crew, sending him on a voyage into the darkest recesses of his own consciousness. Based on the novel by the same name from Polish author Stanislaw Lem.","Drama, Science Fiction, Adventure, Mystery",Strong audience response; many viewers praise Solaris for story and performances. Rating: 7.7/10 (357 votes).,"Donatas Banionis, Natalya Bondarchuk, Jüri Järvet, Anatoliy Solonitsyn, Nikolay Grinko",Andrei Tarkovsky,20-03-1972,ru,7.7,357,TMDB 5000 Movie Dataset
77987,Only God Forgives,"Julian, who runs a Thai boxing club as a front organization for his family's drug smuggling operation, is forced by his mother Jenna to find and kill the individual responsible for his brother's recent death.","Drama, Thriller, Crime",user says: Average audience response; divisive movie with rating 5.6/10.!!!,"Ryan Gosling, Kristin Scott Thomas, Gordon Brown, Tom Burke, Vithaya Pansringarm",Nicolas Winding Refn,30-05-2013,en,5.6,862,TMDB 5000 Movie Dataset
558,Spider-Man 2,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",Action | Adventure | Fantasy,"Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.7/10.",Tobey Maguire | Kirsten Dunst | James Franco | Alfred Molina | Rosemary Harris,Sam Raimi,25-06-2004,en,6.7,4321,TMDB 5000 Movie Dataset
1577,Resident Evil: Apocalypse,"As the city is locked down under quarantine, Alice joins a small band of elite soldiers, enlisted to rescue the missing daughter of the creator of the mutating T-virus. It's a heart-pounding race against time as the group faces off against hordes of blood- thirsty zombies, stealthy Lickers, mutant canines and the most sinister foe yet.","Horror, Action, Science Fiction",not bad not great; audience_score:6.1; votes:1267,"Milla Jovovich, Sienna Guillory, Oded Fehr, Thomas Kretschmann, Sophie Vavasseur",Alexander Witt,10-09-2004,en,6.1,1267,TMDB 5000 Movie Dataset
9476,A Knight's Tale,"William Thatcher, a peasant, is sent to apprentice with a Knight named Hector as a young boy. Urged by his father to ""change his Stars"", he assumes Sir Hector's place in a tournament when Hector dies in the middle of it. He wins. With the other apprentices, he trains and assumes the title of Sir Ulrich von Lichtenstein.","Adventure, Drama, Romance, Action","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.6/10.","Heath Ledger, Rufus Sewell, Shannyn Sossamon, Paul Bettany, Laura Fraser",Brian Helgeland,11-05-2001,en,6.6,907,TMDB 5000 Movie Dataset
84174,Bachelorette,Three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school.,"Comedy, Romance",Average audience response; divisive movie with rating 5.3/10.,"Kirsten Dunst, Isla Fisher, Lizzy Caplan, Rebel Wilson, Adam Scott",Leslye Headland,06-08-2012,en,5.3,444,TMDB 5000 Movie Dataset
10567,Dinosaur,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,Animation; Family,"Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.2/10.",D. B. Sweeney | Alfre Woodard | Ossie Davis | Max Casella | Hayden Panettiere,"Ralph Zondag, Eric Leighton",19-05-2000,en,6.2,542,TMDB 5000 Movie Dataset
107811,21 & Over,"Brilliant student Jeff Chang has the most important interview of his life tomorrow.  But today is still his birthday, what starts off as a casual celebration with friends evolves into a night of debauchery that risks to derail his life plan.",Comedy,Average audience response; divisive movie with rating 5.7/10....,"Miles Teller, Skylar Astin, Justin Chon, Sarah Wright, Jonathan Keltz","Jon Lucas, Scott Moore",01-03-2013,en,5.7,737,TMDB 5000 Movie Dataset
58233,Johnny English Reborn,"The most prominent heads of state in the world begin gathering for a conference that could have a major impact on global politics. When MI-7 receives word that the Chinese premier has become the target of some high-powered killers, it falls on Johnny English to save the day. Armed with the latest high-tech weaponry and gadgets that would make even James Bond jealous, the once-disgraced agent uncovers evidence of a massive conspiracy involving some of the world's most powerful organisations, and vows to redeem his tarnished reputation by stopping the killers before they can strike.","Crime, Adventure, Action, Comedy, Thriller","Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 6.0/10.","Rowan Atkinson, Dominic West, Gillian Anderson, Rosamund Pike, Daniel Kaluuya",Oliver Parker,15-09-2011,en,6,1007,TMDB 5000 Movie Dataset
329440,The Forest,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.",horror | THRILLER,Mostly negative audience response; low average rating 4.8/10. #movie,"Natalie Dormer, Taylor Kinney, Yukiyoshi Ozawa, Eoin Macken, Rina Takasaki",Jason Zada,"January 07, 2016",en,4.8,448,TMDB 5000 Movie Dataset
